Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Taylor,2021-10-29 04:15:09,00:13:41,,The Five Juanas: Season 1: The Package (Episode 16),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:39:53,00:39:53,US (United States)
Taylor,2021-10-29 02:42:01,00:26:08,Autoplayed: user action: User_Interaction; ,The Five Juanas: Season 1: The Package (Episode 16),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:26:13,Not latest view,US (United States)
Taylor,2021-10-29 00:46:01,00:20:45,,The Five Juanas: Season 1: Too Late (Episode 15),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:38:20,00:38:20,US (United States)
Taylor,2021-10-29 00:45:47,00:00:11,Autoplayed: user action: None; ,Season 1 Teaser 2: The Five Juanas,TEASER_TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:11,00:00:11,US (United States)
Taylor,2021-10-29 00:44:52,00:00:48,Autoplayed: user action: None; ,Part I Date Announcement: WHAT / IF,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:48,Not latest view,US (United States)
Taylor,2021-10-28 22:31:33,00:19:53,Autoplayed: user action: None; ,The Five Juanas: Season 1: Too Late (Episode 15),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:19:57,Not latest view,US (United States)
Taylor,2021-10-28 21:54:11,00:37:19,,The Five Juanas: Season 1: A Dangerous Man (Episode 14),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:37:23,00:37:23,US (United States)
Taylor,2021-10-28 21:18:50,00:35:18,,The Five Juanas: Season 1: Subtleties (Episode 13),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:35:22,00:35:22,US (United States)
Taylor,2021-10-28 20:43:09,00:35:38,,The Five Juanas: Season 1: Just Siblings (Episode 12),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:35:38,00:35:38,US (United States)
Taylor,2021-10-28 20:04:37,00:34:44,,The Five Juanas: Season 1: The Gift (Episode 11),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:34:48,00:34:48,US (United States)
Taylor,2021-10-28 19:09:45,00:46:29,Autoplayed: user action: User_Interaction; ,The Five Juanas: Season 1: Too Late (Episode 10),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:46:33,00:46:33,US (United States)
Taylor,2021-10-28 18:29:15,00:40:28,,The Five Juanas: Season 1: Another Daughter (Episode 9),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:40:32,00:40:32,US (United States)
Taylor,2021-10-28 17:53:46,00:35:26,,The Five Juanas: Season 1: The Perfect Man (Episode 8),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:35:30,00:35:30,US (United States)
Taylor,2021-10-28 17:13:51,00:31:37,Autoplayed: user action: User_Interaction; ,The Five Juanas: Season 1: Nightmares (Episode 7),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:31:42,00:31:42,US (United States)
Taylor,2021-10-28 16:38:06,00:35:42,,The Five Juanas: Season 1: Federico (Episode 6),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:35:47,00:35:47,US (United States)
Taylor,2021-10-28 16:06:55,00:31:08,,The Five Juanas: Season 1: 30 Days (Episode 5),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:31:12,00:31:12,US (United States)
Taylor,2021-10-28 16:01:26,00:02:15,,The Five Juanas: Season 1: Plan B (Episode 4),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:36:17,00:36:17,US (United States)
Taylor,2021-10-28 16:00:50,00:00:20,,The Five Juanas: Season 1: 30 Days (Episode 5),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:54,Not latest view,US (United States)
Taylor,2021-10-28 16:00:09,00:00:02,Autoplayed: user action: User_Interaction; ,The Five Juanas: Season 1: Federico (Episode 6),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:03,Not latest view,US (United States)
Taylor,2021-10-28 15:59:43,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: Dark Desire,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:05,Not latest view,US (United States)
Taylor,2021-10-28 07:57:34,00:00:03,Autoplayed: user action: None; ,The Five Juanas: Season 1: Federico (Episode 6),,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:07,Not latest view,US (United States)
Taylor,2021-10-28 07:26:23,00:31:07,,The Five Juanas: Season 1: 30 Days (Episode 5),,LG 2017 LG M16p Standard UHD TV Smart TV,00:31:11,Not latest view,US (United States)
Taylor,2021-10-28 06:50:05,00:36:13,,The Five Juanas: Season 1: Plan B (Episode 4),,LG 2017 LG M16p Standard UHD TV Smart TV,00:36:17,Not latest view,US (United States)
Taylor,2021-10-28 06:26:20,00:23:41,Autoplayed: user action: User_Interaction; ,The Five Juanas: Season 1: Secrets Never Die (Episode 3),,LG 2017 LG M16p Standard UHD TV Smart TV,00:36:29,00:36:29,US (United States)
Taylor,2021-10-28 04:59:25,00:04:39,,The Five Juanas: Season 1: Secrets Never Die (Episode 3),,LG 2017 LG M16p Standard UHD TV Smart TV,00:12:49,Not latest view,US (United States)
Taylor,2021-10-27 21:43:37,00:02:33,,The Five Juanas: Season 1: Secrets Never Die (Episode 3),,DefaultWidevineAndroidPhone,00:09:27,Not latest view,US (United States)
Taylor,2021-10-27 20:52:47,00:00:43,,Plot Clip: Hypnotic,HOOK,DefaultWidevineAndroidPhone,00:00:56,00:00:56,US (United States)
Taylor,2021-10-27 20:51:25,00:00:56,,Plot Clip: Hypnotic,HOOK,DefaultWidevineAndroidPhone,00:00:56,Not latest view,US (United States)
Taylor,2021-10-27 04:12:47,00:12:26,,The Five Juanas: Season 1: Secrets Never Die (Episode 3),,LG 2017 LG M16p Standard UHD TV Smart TV,00:12:28,Not latest view,US (United States)
Taylor,2021-10-27 03:17:39,00:31:27,,The Five Juanas: Season 1: 98% (Episode 2),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:31:31,00:31:31,US (United States)
Taylor,2021-10-27 02:57:54,00:19:41,Autoplayed: user action: User_Interaction; ,The Five Juanas: Season 1: Aftershocks (Episode 1),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:36:24,00:36:24,US (United States)
Taylor,2021-10-26 03:11:16,00:16:44,Autoplayed: user action: User_Interaction; ,The Five Juanas: Season 1: Aftershocks (Episode 1),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:16:44,Not latest view,US (United States)
Taylor,2021-10-26 03:10:55,00:00:06,Autoplayed: user action: None; ,Season 3 Teaser 1: You,TEASER_TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Taylor,2021-10-26 03:09:51,00:00:52,Autoplayed: user action: None; ,Little Italy_hook_primary_16x9,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:52,00:00:52,US (United States)
Taylor,2021-10-26 03:07:00,00:01:55,Autoplayed: user action: None; ,Trailer: Night Teeth,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:01:55,00:01:55,US (United States)
Taylor,2021-10-26 03:06:37,00:00:04,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip: Squid Game,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Taylor,2021-10-26 03:04:39,00:01:47,Autoplayed: user action: None; ,Another Life: Season 1 (Trailer),TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:01:47,00:01:47,US (United States)
Taylor,2021-10-26 03:03:54,00:00:09,Autoplayed: user action: None; ,Season 1 Trailer 2: Romance/YA: Spinning Out,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:09,00:00:09,US (United States)
Taylor,2021-10-25 05:45:47,00:41:13,,In the Dark: Season 3: Expectation Is the Root of All Heartache (Episode 13),,LG 2017 LG M16p Standard UHD TV Smart TV,00:41:17,00:41:17,US (United States)
Taylor,2021-10-25 04:48:37,00:42:05,Autoplayed: user action: User_Interaction; ,In the Dark: Season 3: Do You Hear What I Hear? (Episode 12),,LG 2017 LG M16p Standard UHD TV Smart TV,00:42:10,00:42:10,US (United States)
Taylor,2021-10-25 04:34:23,00:13:38,,In the Dark: Season 3: Match Point (Episode 11),,LG 2017 LG M16p Standard UHD TV Smart TV,00:42:10,00:42:10,US (United States)
Taylor,2021-10-25 03:43:15,00:15:10,Autoplayed: user action: User_Interaction; ,In the Dark: Season 3: Match Point (Episode 11),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:38:32,Not latest view,US (United States)
Taylor,2021-10-25 03:40:44,00:02:06,,Trailer: Night Teeth,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:02:06,Not latest view,US (United States)
Taylor,2021-10-24 06:25:54,00:29:39,,In the Dark: Season 3: Match Point (Episode 11),,LG 2017 LG M16p Standard UHD TV Smart TV,00:29:44,Not latest view,US (United States)
Taylor,2021-10-24 05:46:10,00:39:41,,In the Dark: Season 3: Home Run (Episode 10),,LG 2017 LG M16p Standard UHD TV Smart TV,00:41:57,00:41:57,US (United States)
Taylor,2021-10-24 05:44:35,00:01:12,Autoplayed: user action: None; ,Season 4 Inciting Incident Clip: Dynasty,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:01:12,00:01:12,US (United States)
Taylor,2021-10-24 05:38:19,00:02:13,,In the Dark: Season 3: Home Run (Episode 10),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:02:18,Not latest view,US (United States)
Taylor,2021-10-24 05:00:22,00:37:53,Autoplayed: user action: User_Interaction; ,In the Dark: Season 3: Excess Baggage (Episode 9),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:42:04,00:42:04,US (United States)
Taylor,2021-10-24 04:55:54,00:00:23,Autoplayed: user action: None; ,Cliffhanger Clip: Love Is Blind: Brazil S1,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:23,00:00:23,US (United States)
Taylor,2021-10-24 02:30:19,00:04:15,Autoplayed: user action: None; ,In the Dark: Season 3: Excess Baggage (Episode 9),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:04:19,Not latest view,US (United States)
Taylor,2021-10-24 01:51:51,00:38:06,Autoplayed: user action: User_Interaction; ,In the Dark: Season 3: Power Trip (Episode 8),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:42:01,00:42:01,US (United States)
Taylor,2021-10-23 23:56:39,00:30:11,,In the Dark: Season 3: Pretty in Pink (Episode 7),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:39:38,00:39:38,US (United States)
Taylor,2021-10-23 23:56:31,00:00:05,Autoplayed: user action: None; ,In The Dark: Season 1_hook_01_16x9,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Taylor,2021-10-23 23:56:13,00:00:12,Autoplayed: user action: None; ,Season 2 Moment of High Emotion Clip 2: Locke & Key,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:12,00:00:12,US (United States)
Taylor,2021-10-21 21:20:14,00:10:05,Autoplayed: user action: User_Interaction; ,In the Dark: Season 3: Pretty in Pink (Episode 7),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:09:28,Not latest view,US (United States)
Taylor,2021-10-21 20:35:00,00:42:00,Autoplayed: user action: User_Interaction; ,In the Dark: Season 3: Arcade Fire (Episode 6),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:42:05,00:42:05,US (United States)
Taylor,2021-10-21 19:50:56,00:41:56,Autoplayed: user action: User_Interaction; ,"In the Dark: Season 3: Planes, Trains and Automobiles (Episode 5)",,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:42:00,00:42:00,US (United States)
Taylor,2021-10-21 19:08:46,00:42:07,,In the Dark: Season 3: Safe and Sound (Episode 4),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:42:12,00:42:12,US (United States)
Taylor,2021-10-21 18:27:53,00:40:51,,In the Dark: Season 3: Somewhere Over the Border (Episode 3),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:40:55,00:40:55,US (United States)
Taylor,2021-10-21 17:41:21,00:42:12,Autoplayed: user action: User_Interaction; ,In the Dark: Season 3: I Know What You Did Last Night (Episode 2),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:42:16,00:42:16,US (United States)
Taylor,2021-10-21 17:00:07,00:41:11,,In the Dark: Season 3: Hanging by a Thread (Episode 1),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:41:11,00:41:11,US (United States)
Taylor,2021-10-21 16:59:24,00:00:11,Autoplayed: user action: None; ,In The Dark: Season 1_hook_01_16x9,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:11,Not latest view,US (United States)
Taylor,2021-10-21 16:59:06,00:00:14,Autoplayed: user action: None; ,Riverdale: Season 4 (Trailer),TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:14,Not latest view,US (United States)
Taylor,2021-10-19 05:23:19,00:31:09,Autoplayed: user action: User_Interaction; ,You: Season 3: Red Flag (Episode 9),,LG 2017 LG M16p Standard UHD TV Smart TV,00:32:09,00:32:09,US (United States)
Taylor,2021-10-19 04:34:12,00:48:03,Autoplayed: user action: User_Interaction; ,You: Season 3: Swing and a Miss (Episode 8),,LG 2017 LG M16p Standard UHD TV Smart TV,00:48:55,00:48:55,US (United States)
Taylor,2021-10-19 03:44:35,00:47:59,Autoplayed: user action: User_Interaction; ,You: Season 3: We're All Mad Here (Episode 7),,LG 2017 LG M16p Standard UHD TV Smart TV,00:48:48,00:48:48,US (United States)
Taylor,2021-10-19 03:11:51,00:31:33,Autoplayed: user action: User_Interaction; ,You: Season 3: W.O.M.B. (Episode 6),,LG 2017 LG M16p Standard UHD TV Smart TV,00:50:48,00:50:48,US (United States)
Taylor,2021-10-19 03:11:05,00:00:22,,Heartland: Season 1: Coming Home (Episode 1),,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:22,00:00:22,US (United States)
Taylor,2021-10-18 05:03:55,00:21:07,,You: Season 3: W.O.M.B. (Episode 6),,LG 2017 LG M16p Standard UHD TV Smart TV,00:21:07,Not latest view,US (United States)
Taylor,2021-10-18 04:07:39,00:00:33,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: My Name,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:33,Not latest view,US (United States)
Taylor,2021-10-17 06:26:16,00:00:06,Autoplayed: user action: None; ,You: Season 3: W.O.M.B. (Episode 6),,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:52,Not latest view,US (United States)
Taylor,2021-10-17 05:44:31,00:41:42,,You: Season 3: Into the Woods (Episode 5),,LG 2017 LG M16p Standard UHD TV Smart TV,00:42:28,00:42:28,US (United States)
Taylor,2021-10-17 05:00:29,00:43:55,Autoplayed: user action: User_Interaction; ,You: Season 3: Hands Across Madre Linda (Episode 4),,LG 2017 LG M16p Standard UHD TV Smart TV,00:44:29,00:44:29,US (United States)
Taylor,2021-10-17 04:55:40,00:00:04,Autoplayed: user action: None; ,You: Season 3: Hands Across Madre Linda (Episode 4),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:52,Not latest view,US (United States)
Taylor,2021-10-17 04:14:35,00:41:03,,You: Season 3: Missing White Woman Syndrome (Episode 3),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:41:53,00:41:53,US (United States)
Taylor,2021-10-17 03:27:03,00:47:29,,You: Season 3: So I Married an Axe Murderer (Episode 2),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:48:47,00:48:47,US (United States)
Taylor,2021-10-17 02:12:28,00:49:40,,You: Season 3: And They Lived Happily Ever After (Episode 1),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:49:40,00:49:40,US (United States)
Taylor,2021-10-15 03:10:02,01:09:56,,The Starling,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,01:38:22,01:38:22,US (United States)
Taylor,2021-10-15 02:02:10,00:05:19,,The Starling,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:28:27,Not latest view,US (United States)
Taylor,2021-10-15 02:01:45,00:00:22,Autoplayed: user action: None; ,Teaser 1: The Starling,TEASER_TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:22,00:00:22,US (United States)
Taylor,2021-10-15 02:01:30,00:00:05,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:05,Not latest view,US (United States)
Taylor,2021-10-12 04:03:14,00:00:14,,The Outcasts_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:14,00:00:14,US (United States)
Taylor,2021-10-12 04:02:46,00:00:17,,Mean Girls 2_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:16,00:00:16,US (United States)
Taylor,2021-10-12 04:01:33,00:01:00,,Wild Child_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:01:00,00:01:00,US (United States)
Taylor,2021-10-12 04:00:51,00:00:15,,The Perfect Date (Trailer),TRAILER,DefaultWidevineAndroidPhone,00:00:15,00:00:15,US (United States)
Taylor,2021-10-12 03:57:05,00:01:17,Autoplayed: user action: None; ,Five Feet Apart_hook_04_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:01:17,00:01:17,US (United States)
Taylor,2021-10-12 03:55:34,00:00:21,Autoplayed: user action: None; ,Versailles: Season 1_hook_primary_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:21,Not latest view,US (United States)
Taylor,2021-10-12 03:55:20,00:00:05,Autoplayed: user action: None; ,Teenage Bounty Hunters: Season 1_PVS_MEGA,TRAILER,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Taylor,2021-10-12 03:54:49,00:00:29,Autoplayed: user action: None; ,Five Feet Apart_hook_04_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:29,Not latest view,US (United States)
Taylor,2021-10-12 03:47:35,00:00:31,Autoplayed: user action: None; ,The Originals: Season 1_hook_primary_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:31,00:00:31,US (United States)
Taylor,2021-10-09 22:25:50,00:23:09,Autoplayed: user action: User_Interaction; ,The Starling,,LG 2017 LG M16p Standard UHD TV Smart TV,00:23:09,Not latest view,US (United States)
Taylor,2021-10-09 22:25:13,00:00:08,Autoplayed: user action: None; ,The Holiday_hook_primary_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:08,00:00:08,US (United States)
Taylor,2021-10-09 00:53:47,00:00:06,Autoplayed: user action: None; ,The Blacklist: Season 1_hook_primary_16x9,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:06,Not latest view,US (United States)
Taylor,2021-10-08 21:44:35,01:05:36,,The Twilight Saga: Breaking Dawn: Part 2,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,01:07:39,01:07:39,US (United States)
Taylor,2021-10-08 21:43:59,00:00:33,Autoplayed: user action: None; ,The Twilight Saga: Breaking Dawn: Part 2_hook_primary_16x9,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:33,00:00:33,US (United States)
Taylor,2021-10-08 21:43:34,00:00:06,Autoplayed: user action: None; ,Trailer: The Starling,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Taylor,2021-10-08 20:34:55,00:00:05,,The Starling,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:05,Not latest view,US (United States)
Taylor,2021-10-08 20:34:31,00:00:21,Autoplayed: user action: None; ,Trailer: The Starling,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:21,Not latest view,US (United States)
Taylor,2021-10-08 20:33:35,00:00:54,Autoplayed: user action: None; ,Season 2 Trailer: Blood & Water,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:54,00:00:54,US (United States)
Taylor,2021-10-08 20:32:03,00:01:29,Autoplayed: user action: None; ,Season 1 Trailer: The Five Juanas,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:01:29,00:01:29,US (United States)
Taylor,2021-10-08 20:29:38,00:02:16,,Trailer: Midnight Mass,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:02:16,Not latest view,US (United States)
Taylor,2021-10-08 20:28:37,00:00:54,Autoplayed: user action: None; ,Trailer: Sounds Like Love,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:54,00:00:54,US (United States)
Taylor,2021-10-08 20:10:49,00:00:32,Autoplayed: user action: None; ,Trailer: Sounds Like Love,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:32,Not latest view,US (United States)
Taylor,2021-10-08 20:09:10,00:00:28,Autoplayed: user action: None; ,Trailer: Dave Chappelle: The Closer,TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:28,00:00:28,US (United States)
Taylor,2021-10-08 20:08:59,00:00:05,Autoplayed: user action: None; ,Season 1 Teaser 1: Luna Park,TEASER_TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:05,Not latest view,US (United States)
Taylor,2021-10-08 20:05:40,00:00:06,Autoplayed: user action: None; ,Season 1 Teaser 1: Squid Game,TEASER_TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Taylor,2021-10-08 20:05:24,00:00:06,Autoplayed: user action: None; ,You: Season 1 (Trailer),TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Taylor,2021-10-08 20:01:13,00:00:28,Autoplayed: user action: None; ,The DUFF_hook_06_16x9,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:28,00:00:28,US (United States)
Taylor,2021-10-08 20:00:55,00:00:14,Autoplayed: user action: None; ,Season 1 Teaser 1: Squid Game,TEASER_TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:14,Not latest view,US (United States)
Taylor,2021-10-08 18:39:19,00:33:04,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: Snaps (Episode 10),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:51:59,00:51:59,US (United States)
Taylor,2021-10-08 06:20:29,00:35:40,,Maid: Limited Series: Snaps (Episode 10),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:35:56,Not latest view,US (United States)
Taylor,2021-10-08 05:10:43,00:57:13,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: Sky Blue (Episode 9),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:57:37,00:57:37,US (United States)
Taylor,2021-10-08 04:14:15,00:56:26,,Maid: Limited Series: Bear Hunt (Episode 8),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:56:42,00:56:42,US (United States)
Taylor,2021-10-08 03:53:05,00:21:05,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: String Cheese (Episode 7),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:50:55,00:50:55,US (United States)
Taylor,2021-10-08 03:52:05,00:00:56,Autoplayed: user action: None; ,Season 1 Teaser 2: The Five Juanas,TEASER_TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:56,Not latest view,US (United States)
Taylor,2021-10-07 20:21:37,00:29:31,,Maid: Limited Series: String Cheese (Episode 7),,LG 2017 LG M16p Standard UHD TV Smart TV,00:29:51,Not latest view,US (United States)
Taylor,2021-10-07 19:19:13,00:54:21,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: M (Episode 6),,LG 2017 LG M16p Standard UHD TV Smart TV,00:54:37,00:54:37,US (United States)
Taylor,2021-10-07 18:51:57,00:27:11,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: Thief (Episode 5),,LG 2017 LG M16p Standard UHD TV Smart TV,00:56:39,00:56:39,US (United States)
Taylor,2021-10-07 18:51:47,00:00:04,Autoplayed: user action: None; ,The DUFF_hook_06_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Taylor,2021-10-07 18:24:02,00:00:28,,"Squid Game: Season 1: Red Light, Green Light (Episode 1)",,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:28,00:00:28,US (United States)
Taylor,2021-10-07 18:23:34,00:00:25,Autoplayed: user action: None; ,Season 1 Plot Clip: Squid Game,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:25,00:00:25,US (United States)
Taylor,2021-10-07 18:23:25,00:00:05,Autoplayed: user action: None; ,The DUFF_hook_06_16x9,HOOK,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:05,Not latest view,US (United States)
Taylor,2021-10-07 17:52:07,00:28:54,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: Thief (Episode 5),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:29:29,Not latest view,US (United States)
Taylor,2021-10-03 06:00:43,00:30:23,,Maid: Limited Series: Thief (Episode 5),,LG 2017 LG M16p Standard UHD TV Smart TV,00:30:43,Not latest view,US (United States)
Taylor,2021-10-03 05:41:32,00:19:07,,Maid: Limited Series: Cashmere (Episode 4),,LG 2017 LG M16p Standard UHD TV Smart TV,00:45:39,00:45:39,US (United States)
Taylor,2021-10-03 05:37:52,00:01:16,Autoplayed: user action: None; ,Inciting Incident Clip: The Guilty,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:01:16,00:01:16,US (United States)
Taylor,2021-10-03 04:57:23,00:26:11,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: Cashmere (Episode 4),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:26:33,Not latest view,US (United States)
Taylor,2021-10-03 04:12:56,00:44:25,,Maid: Limited Series: Sea Glass (Episode 3),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:44:43,00:44:43,US (United States)
Taylor,2021-10-03 02:46:17,00:50:41,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: Ponies (Episode 2),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:49:57,00:49:57,US (United States)
Taylor,2021-10-02 08:05:32,00:11:26,Autoplayed: user action: User_Interaction; ,Maid: Limited Series: Dollar Store (Episode 1),,LG 2017 LG M16p Standard UHD TV Smart TV,00:47:48,00:47:48,US (United States)
Taylor,2021-10-02 08:03:16,00:00:27,Autoplayed: user action: None; ,Genre Specific Moment Clip: The Starling,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:27,00:00:27,US (United States)
Taylor,2021-10-02 07:59:35,00:00:04,Autoplayed: user action: None; ,Reign: Season 1_hook_primary_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Taylor,2021-10-02 07:12:12,00:36:16,,Maid: Limited Series: Dollar Store (Episode 1),,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:34:40,Not latest view,US (United States)
Taylor,2021-10-01 01:44:28,00:00:05,Autoplayed: user action: None; ,The Last Kingdom: Season 2 (Trailer),TRAILER,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Taylor,2021-10-01 00:21:51,00:15:56,,The Last Kingdom: Season 1: Episode 1,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:22:07,Not latest view,US (United States)
Taylor,2021-09-30 22:17:28,00:06:14,,The Last Kingdom: Season 1: Episode 1,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,00:06:14,Not latest view,US (United States)
